respondent_id,xyz_vaccine,seasonal_vaccine
26984,0.2,0.2
26985,0.2,0.2
26986,0.2,0.4
26987,0.2,0.3
26988,0.1,0.2
26989,0.3,0.8
26990,0.2,0.2
26991,0.3,0.3
26992,0.2,0.5
26993,0.2,0.7
26994,0.2,0.3
26995,0.3,0.4
26996,0.4,0.4
26997,0.1,0.2
26998,0.2,0.1
26999,0.4,0.5
27000,0.3,0.3
27001,0.2,0.7
27002,0.1,0.4
27003,0.1,0.1
27004,0.3,0.3
27005,0.6,0.8
27006,0.6,0.7
27007,0.1,0.3
27008,0.1,0.1
27009,0.3,0.3
27010,0.1,0.1
27011,0.2,0.3
27012,0.4,0.5
27013,0.3,0.4
27014,0.1,0.4
27015,0.2,0.2
27016,0.3,0.4
27017,0.4,0.7
27018,0.2,0.5
27019,0.7,0.9
27020,0.3,0.4
27021,0.2,0.5
27022,0.2,0.3
27023,0.2,0.3
27024,0.2,0.4
27025,0.3,0.2
27026,0.2,0.6
27027,0.2,0.8
27028,0.4,0.6
27029,0.2,0.3
27030,0.3,0.4
27031,0.2,0.8
27032,0.3,0.5
27033,0.3,0.6
27034,0.1,0.5
27035,0.1,0.3
27036,0.2,0.6
27037,0.5,0.6
27038,0.1,0.1
27039,0.6,0.8
27040,0.4,0.5
27041,0.2,0.6
27042,0.2,0.6
27043,0.5,0.7
27044,0.1,0.1
27045,0.2,0.6
27046,0.1,0.2
27047,0.6,0.4
27048,0.2,0.6
27049,0.4,0.6
27050,0.2,0.7
27051,0.2,0.4
27052,0.2,0.3
27053,0.7,0.9
27054,0.1,0.1
27055,0.1,0.8
27056,0.2,0.2
27057,0.1,0.1
27058,0.7,0.8
27059,0.3,0.3
27060,0.2,0.4
27061,0.2,0.4
27062,0.1,0.6
27063,0.2,0.6
27064,0.2,0.5
27065,0.2,0.3
27066,0.2,0.6
27067,0.5,0.8
27068,0.8,0.8
27069,0.6,0.8
27070,0.1,0.1
27071,0.2,0.1
27072,0.3,0.5
27073,0.1,0.8
27074,0.2,0.4
27075,0.7,0.7
27076,0.5,0.5
27077,0.2,0.1
27078,0.2,0.7
27079,0.5,0.8
27080,0.2,0.3
27081,0.2,0.7
27082,0.3,0.4
27083,0.2,0.3
27084,0.7,0.7
27085,0.1,0.1
27086,0.2,0.3
27087,0.3,0.3
27088,0.3,0.6
27089,0.2,0.2
27090,0.1,0.7
27091,0.5,0.5
27092,0.2,0.4
27093,0.1,0.3
27094,0.1,0.1
27095,0.4,0.7
27096,0.2,0.2
27097,0.6,0.7
27098,0.5,0.7
27099,0.3,0.5
27100,0.3,0.7
27101,0.3,0.5
27102,0.2,0.7
27103,0.1,0.1
27104,0.2,0.5
27105,0.2,0.4
27106,0.6,0.7
27107,0.4,0.7
27108,0.3,0.3
27109,0.3,0.2
27110,0.2,0.3
27111,0.2,0.5
27112,0.4,0.5
27113,0.1,0.1
27114,0.2,0.3
27115,0.5,0.7
27116,0.1,0.8
27117,0.1,0.2
27118,0.3,0.6
27119,0.2,0.3
27120,0.3,0.8
27121,0.2,0.7
27122,0.2,0.3
27123,0.1,0.2
27124,0.1,0.2
27125,0.0,0.1
27126,0.2,0.3
27127,0.1,0.1
27128,0.3,0.4
27129,0.3,0.5
27130,0.1,0.5
27131,0.2,0.2
27132,0.6,0.9
27133,0.2,0.6
27134,0.8,0.8
27135,0.2,0.6
27136,0.2,0.6
27137,0.2,0.3
27138,0.3,0.5
27139,0.3,0.3
27140,0.8,0.9
27141,0.5,0.6
27142,0.2,0.3
27143,0.4,0.4
27144,0.1,0.2
27145,0.5,0.7
27146,0.2,0.8
27147,0.2,0.3
27148,0.2,0.2
27149,0.3,0.1
27150,0.5,0.7
27151,0.3,0.7
27152,0.2,0.2
27153,0.1,0.6
27154,0.5,0.8
27155,0.3,0.7
27156,0.4,0.4
27157,0.2,0.6
27158,0.3,0.4
27159,0.2,0.2
27160,0.3,0.3
27161,0.4,0.6
27162,0.3,0.8
27163,0.5,0.5
27164,0.4,0.2
27165,0.5,0.7
27166,0.2,0.3
27167,0.2,0.5
27168,0.3,0.6
27169,0.5,0.7
27170,0.3,0.8
27171,0.2,0.4
27172,0.1,0.7
27173,0.2,0.3
27174,0.2,0.2
27175,0.1,0.2
27176,0.6,0.8
27177,0.7,0.6
27178,0.2,0.3
27179,0.1,0.4
27180,0.3,0.4
27181,0.1,0.8
27182,0.6,0.7
27183,0.2,0.6
27184,0.2,0.3
27185,0.5,0.6
27186,0.3,0.7
27187,0.2,0.2
27188,0.2,0.5
27189,0.2,0.6
27190,0.4,0.8
27191,0.3,0.7
27192,0.5,0.7
27193,0.1,0.2
27194,0.2,0.4
27195,0.2,0.2
27196,0.4,0.3
27197,0.2,0.6
27198,0.6,0.9
27199,0.3,0.4
27200,0.4,0.7
27201,0.6,0.7
27202,0.2,0.2
27203,0.2,0.2
27204,0.1,0.1
27205,0.3,0.5
27206,0.2,0.3
27207,0.2,0.2
27208,0.6,0.6
27209,0.2,0.4
27210,0.3,0.2
27211,0.2,0.3
27212,0.5,0.8
27213,0.5,0.4
27214,0.1,0.1
27215,0.2,0.6
27216,0.2,0.7
27217,0.2,0.3
27218,0.6,0.7
27219,0.5,0.6
27220,0.3,0.4
27221,0.2,0.7
27222,0.4,0.6
27223,0.1,0.7
27224,0.3,0.7
27225,0.2,0.3
27226,0.1,0.4
27227,0.2,0.4
27228,0.5,0.7
27229,0.5,0.8
27230,0.3,0.7
27231,0.5,0.6
27232,0.2,0.3
27233,0.3,0.4
27234,0.2,0.2
27235,0.7,0.9
27236,0.2,0.8
27237,0.5,0.7
27238,0.4,0.8
27239,0.4,0.3
27240,0.3,0.5
27241,0.2,0.2
27242,0.2,0.7
27243,0.1,0.2
27244,0.1,0.1
27245,0.2,0.4
27246,0.7,0.9
27247,0.2,0.8
27248,0.2,0.7
27249,0.3,0.5
27250,0.2,0.3
27251,0.3,0.5
27252,0.3,0.5
27253,0.2,0.8
27254,0.8,1.0
27255,0.2,0.3
27256,0.6,0.7
27257,0.4,0.5
27258,0.6,0.8
27259,0.6,0.7
27260,0.2,0.4
27261,0.4,0.7
27262,0.1,0.5
27263,0.2,0.1
27264,0.3,0.2
27265,0.1,0.3
27266,0.4,0.4
27267,0.3,0.6
27268,0.1,0.2
27269,0.5,0.6
27270,0.2,0.2
27271,0.2,0.3
27272,0.2,0.4
27273,0.2,0.2
27274,0.2,0.4
27275,0.2,0.4
27276,0.2,0.2
27277,0.2,0.9
27278,0.2,0.5
27279,0.3,0.3
27280,0.4,0.6
27281,0.1,0.4
27282,0.1,0.8
27283,0.1,0.3
27284,0.2,0.5
27285,0.2,0.4
27286,0.2,0.4
27287,0.5,0.7
27288,0.5,0.7
27289,0.4,0.6
27290,0.1,0.1
27291,0.5,0.7
27292,0.2,0.6
27293,0.2,0.8
27294,0.1,0.1
27295,0.1,0.7
27296,0.1,0.8
27297,0.1,0.8
27298,0.2,0.3
27299,0.3,0.6
27300,0.3,0.7
27301,0.1,0.1
27302,0.3,0.7
27303,0.2,0.2
27304,0.2,0.8
27305,0.1,0.1
27306,0.4,0.5
27307,0.8,0.8
27308,0.1,0.2
27309,0.7,0.8
27310,0.3,0.2
27311,0.2,0.2
27312,0.3,0.5
27313,0.2,0.2
27314,0.1,0.1
27315,0.2,0.4
27316,0.4,0.6
27317,0.3,0.3
27318,0.2,0.4
27319,0.4,0.8
27320,0.6,0.9
27321,0.1,0.7
27322,0.4,0.4
27323,0.2,0.6
27324,0.4,0.6
27325,0.8,0.8
27326,0.2,0.7
27327,0.2,0.4
27328,0.2,0.5
27329,0.3,0.3
27330,0.2,0.5
27331,0.2,0.4
27332,0.4,0.7
27333,0.6,0.7
27334,0.1,0.0
27335,0.2,0.2
27336,0.2,0.2
27337,0.3,0.6
27338,0.2,0.5
27339,0.6,0.4
27340,0.1,0.2
27341,0.2,0.6
27342,0.2,0.5
27343,0.2,0.0
27344,0.4,0.4
27345,0.2,0.3
27346,0.6,0.8
27347,0.7,0.7
27348,0.2,0.3
27349,0.2,0.3
27350,0.2,0.8
27351,0.6,0.7
27352,0.2,0.5
27353,0.1,0.2
27354,0.3,0.7
27355,0.3,0.4
27356,0.2,0.7
27357,0.1,0.3
27358,0.4,0.6
27359,0.4,0.7
27360,0.2,0.5
27361,0.2,0.8
27362,0.2,0.4
27363,0.2,0.2
27364,0.2,0.6
27365,0.4,0.6
27366,0.6,0.7
27367,0.5,0.5
27368,0.2,0.6
27369,0.1,0.1
27370,0.2,0.7
27371,0.3,0.5
27372,0.1,0.3
27373,0.8,0.6
27374,0.1,0.4
27375,0.3,0.9
27376,0.4,0.3
27377,0.2,0.5
27378,0.2,0.2
27379,0.2,0.4
27380,0.3,0.8
27381,0.2,0.4
27382,0.2,0.3
27383,0.2,0.5
27384,0.2,0.4
27385,0.2,0.7
27386,0.1,0.8
27387,0.3,0.7
27388,0.2,0.3
27389,0.2,0.2
27390,0.1,0.1
27391,0.2,0.6
27392,0.8,0.8
27393,0.1,0.1
27394,0.1,0.3
27395,0.6,0.6
27396,0.2,0.2
27397,0.8,0.8
27398,0.4,0.7
27399,0.3,0.6
27400,0.2,0.6
27401,0.3,0.3
27402,0.2,0.7
27403,0.2,0.2
27404,0.4,0.4
27405,0.8,0.9
27406,0.2,0.3
27407,0.2,0.1
27408,0.1,0.5
27409,0.6,0.8
27410,0.2,0.2
27411,0.2,0.3
27412,0.3,0.6
27413,0.2,0.4
27414,0.6,0.6
27415,0.3,0.5
27416,0.2,0.3
27417,0.3,0.4
27418,0.4,0.2
27419,0.6,0.8
27420,0.3,0.4
27421,0.2,0.4
27422,0.4,0.6
27423,0.2,0.3
27424,0.2,0.4
27425,0.3,0.5
27426,0.3,0.4
27427,0.2,0.3
27428,0.2,0.1
27429,0.5,0.4
27430,0.3,0.5
27431,0.4,0.5
27432,0.3,0.4
27433,0.1,0.7
27434,0.2,0.2
27435,0.3,0.4
27436,0.1,0.1
27437,0.2,0.3
27438,0.2,0.2
27439,0.4,0.4
27440,0.2,0.3
27441,0.7,0.8
27442,0.4,0.8
27443,0.2,0.2
27444,0.1,0.1
27445,0.2,0.2
27446,0.2,0.2
27447,0.1,0.2
27448,0.3,0.6
27449,0.2,0.8
27450,0.3,0.6
27451,0.1,0.2
27452,0.2,0.3
27453,0.1,0.8
27454,0.1,0.4
27455,0.3,0.5
27456,0.2,0.5
27457,0.1,0.2
27458,0.3,0.4
27459,0.2,0.2
27460,0.6,0.7
27461,0.3,0.2
27462,0.2,0.4
27463,0.2,0.3
27464,0.5,0.6
27465,0.7,0.9
27466,0.0,0.2
27467,0.2,0.3
27468,0.2,0.4
27469,0.1,0.5
27470,0.8,0.8
27471,0.1,0.7
27472,0.3,0.6
27473,0.2,0.4
27474,0.2,0.4
27475,0.1,0.1
27476,0.3,0.4
27477,0.2,0.3
27478,0.2,0.6
27479,0.2,0.4
27480,0.4,0.8
27481,0.5,0.8
27482,0.3,0.4
27483,0.5,0.7
27484,0.4,0.8
27485,0.2,0.7
27486,0.2,0.4
27487,0.2,0.8
27488,0.7,0.8
27489,0.7,0.6
27490,0.1,0.4
27491,0.4,0.5
27492,0.2,0.5
27493,0.2,0.8
27494,0.4,0.6
27495,0.3,0.4
27496,0.1,0.2
27497,0.3,0.1
27498,0.2,0.6
27499,0.2,0.8
27500,0.2,0.7
27501,0.2,0.5
27502,0.1,0.6
27503,0.2,0.7
27504,0.0,0.1
27505,0.2,0.2
27506,0.3,0.7
27507,0.3,0.4
27508,0.2,0.3
27509,0.3,0.6
27510,0.5,0.3
27511,0.3,0.6
27512,0.3,0.3
27513,0.3,0.6
27514,0.5,0.6
27515,0.4,0.4
27516,0.3,0.7
27517,0.2,0.1
27518,0.6,0.7
27519,0.1,0.2
27520,0.1,0.2
27521,0.2,0.5
27522,0.2,0.2
27523,0.1,0.2
27524,0.3,0.4
27525,0.3,0.4
27526,0.5,0.6
27527,0.1,0.8
27528,0.4,0.8
27529,0.2,0.7
27530,0.1,0.1
27531,0.2,0.3
27532,0.2,0.8
27533,0.2,0.4
27534,0.2,0.2
27535,0.2,0.7
27536,0.3,0.4
27537,0.5,0.7
27538,0.4,0.3
27539,0.2,0.7
27540,0.5,0.2
27541,0.6,0.8
27542,0.2,0.1
27543,0.5,0.4
27544,0.3,0.3
27545,0.2,0.2
27546,0.6,0.6
27547,0.2,0.3
27548,0.2,0.7
27549,0.2,0.8
27550,0.2,0.2
27551,0.3,0.5
27552,0.2,0.9
27553,0.3,0.5
27554,0.3,0.3
27555,0.1,0.3
27556,0.3,0.6
27557,0.3,0.9
27558,0.3,0.3
27559,0.2,0.7
27560,0.3,0.7
27561,0.4,0.6
27562,0.3,0.7
27563,0.3,0.6
27564,0.2,0.4
27565,0.3,0.3
27566,0.3,0.5
27567,0.3,0.7
27568,0.5,0.8
27569,0.4,0.3
27570,0.5,0.7
27571,0.1,0.2
27572,0.0,0.1
27573,0.2,0.2
27574,0.4,0.6
27575,0.2,0.4
27576,0.1,0.2
27577,0.3,0.6
27578,0.3,0.4
27579,0.3,0.6
27580,0.3,0.6
27581,0.3,0.2
27582,0.2,0.1
27583,0.2,0.3
27584,0.5,0.6
27585,0.3,0.5
27586,0.6,0.7
27587,0.1,0.6
27588,0.3,0.4
27589,0.2,0.5
27590,0.4,0.5
27591,0.4,0.6
27592,0.1,0.1
27593,0.2,0.1
27594,0.2,0.7
27595,0.2,0.2
27596,0.3,0.3
27597,0.1,0.2
27598,0.2,0.3
27599,0.5,0.8
27600,0.3,0.5
27601,0.2,0.7
27602,0.8,0.8
27603,0.2,0.1
27604,0.2,0.4
27605,0.5,0.5
27606,0.3,0.3
27607,0.3,0.5
27608,0.2,0.5
27609,0.3,0.6
27610,0.3,0.6
27611,0.4,0.2
27612,0.2,0.6
27613,0.7,0.9
27614,0.2,0.3
27615,0.2,0.8
27616,0.1,0.1
27617,0.3,0.5
27618,0.2,0.7
27619,0.2,0.3
27620,0.5,0.6
27621,0.3,0.3
27622,0.6,0.8
27623,0.2,0.7
27624,0.2,0.7
27625,0.2,0.4
27626,0.1,0.2
27627,0.7,0.7
27628,0.2,0.7
27629,0.2,0.2
27630,0.4,0.7
27631,0.2,0.4
27632,0.1,0.3
27633,0.5,0.6
27634,0.2,0.3
27635,0.1,0.4
27636,0.3,0.7
27637,0.3,0.2
27638,0.2,0.3
27639,0.2,0.4
27640,0.6,0.6
27641,0.6,0.5
27642,0.6,0.7
27643,0.2,0.2
27644,0.2,0.5
27645,0.2,0.2
27646,0.2,0.4
27647,0.1,0.3
27648,0.1,0.1
27649,0.2,0.4
27650,0.2,0.5
27651,0.2,0.7
27652,0.2,0.4
27653,0.2,0.1
27654,0.4,0.6
27655,0.3,0.3
27656,0.2,0.3
27657,0.3,0.3
27658,0.1,0.5
27659,0.1,0.1
27660,0.4,0.5
27661,0.3,0.2
27662,0.2,0.3
27663,0.3,0.7
27664,0.3,0.2
27665,0.5,0.6
27666,0.2,0.8
27667,0.1,0.2
27668,0.8,0.9
27669,0.2,0.6
27670,0.5,0.8
27671,0.4,0.9
27672,0.1,0.2
27673,0.2,0.5
27674,0.2,0.5
27675,0.5,0.7
27676,0.4,0.8
27677,0.1,0.2
27678,0.2,0.3
27679,0.3,0.6
27680,0.5,0.7
27681,0.1,0.1
27682,0.1,0.9
27683,0.2,0.7
27684,0.2,0.3
27685,0.1,0.2
27686,0.4,0.5
27687,0.1,0.1
27688,0.3,0.5
27689,0.5,0.8
27690,0.6,0.8
27691,0.5,0.8
27692,0.1,0.5
27693,0.1,0.6
27694,0.2,0.5
27695,0.2,0.4
27696,0.2,0.7
27697,0.6,0.7
27698,0.4,0.4
27699,0.1,0.2
27700,0.2,0.4
27701,0.3,0.4
27702,0.4,0.4
27703,0.1,0.1
27704,0.1,0.1
27705,0.6,0.6
27706,0.2,0.8
27707,0.1,0.4
27708,0.6,0.6
27709,0.2,0.3
27710,0.2,0.3
27711,0.5,0.5
27712,0.2,0.1
27713,0.2,0.1
27714,0.2,0.2
27715,0.8,0.8
27716,0.2,0.5
27717,0.2,0.2
27718,0.3,0.5
27719,0.0,0.2
27720,0.2,0.4
27721,0.3,0.4
27722,0.3,0.4
27723,0.4,0.9
27724,0.2,0.2
27725,0.2,0.6
27726,0.2,0.3
27727,0.3,0.7
27728,0.4,0.4
27729,0.1,0.1
27730,0.5,0.6
27731,0.6,0.9
27732,0.2,0.8
27733,0.2,0.4
27734,0.2,0.5
27735,0.5,0.5
27736,0.2,0.3
27737,0.1,0.5
27738,0.4,0.8
27739,0.4,0.8
27740,0.3,0.6
27741,0.4,0.6
27742,0.1,0.6
27743,0.6,0.8
27744,0.1,0.4
27745,0.8,0.8
27746,0.2,0.6
27747,0.2,0.3
27748,0.4,0.3
27749,0.2,0.6
27750,0.3,0.4
27751,0.2,0.2
27752,0.5,0.8
27753,0.2,0.2
27754,0.2,0.8
27755,0.8,0.8
27756,0.3,0.3
27757,0.1,0.1
27758,0.2,0.8
27759,0.1,0.2
27760,0.5,0.7
27761,0.3,0.8
27762,0.2,0.2
27763,0.3,0.6
27764,0.2,0.5
27765,0.3,0.5
27766,0.7,0.8
27767,0.4,0.7
27768,0.2,0.1
27769,0.1,0.4
27770,0.1,0.6
27771,0.2,0.6
27772,0.7,0.8
27773,0.1,0.4
27774,0.2,0.2
27775,0.2,0.2
27776,0.2,0.2
27777,0.3,0.5
27778,0.4,0.3
27779,0.1,0.4
27780,0.1,0.8
27781,0.1,0.2
27782,0.6,0.8
27783,0.2,0.6
27784,0.2,0.3
27785,0.2,0.3
27786,0.2,0.2
27787,0.2,0.2
27788,0.2,0.2
27789,0.6,0.8
27790,0.6,0.6
27791,0.3,0.5
27792,0.1,0.7
27793,0.3,0.4
27794,0.2,0.2
27795,0.5,0.8
27796,0.2,0.6
27797,0.5,0.6
27798,0.3,0.2
27799,0.3,0.3
27800,0.2,0.3
27801,0.1,0.3
27802,0.6,0.8
27803,0.1,0.1
27804,0.6,0.8
27805,0.2,0.3
27806,0.6,0.8
27807,0.3,0.8
27808,0.3,0.4
27809,0.6,0.8
27810,0.2,0.3
27811,0.2,0.2
27812,0.1,0.1
27813,0.3,0.4
27814,0.2,0.3
27815,0.2,0.4
27816,0.5,0.6
27817,0.2,0.3
27818,0.5,0.7
27819,0.2,0.2
27820,0.6,0.7
27821,0.3,0.3
27822,0.3,0.4
27823,0.4,0.4
27824,0.2,0.7
27825,0.3,0.3
27826,0.3,0.5
27827,0.1,0.2
27828,0.3,0.3
27829,0.1,0.2
27830,0.4,0.2
27831,0.2,0.5
27832,0.3,0.5
27833,0.2,0.4
27834,0.7,0.7
27835,0.6,0.7
27836,0.2,0.7
27837,0.6,0.8
27838,0.2,0.5
27839,0.1,0.3
27840,0.4,0.5
27841,0.3,0.5
27842,0.3,0.8
27843,0.3,0.4
27844,0.2,0.9
27845,0.1,0.7
27846,0.3,0.3
27847,0.2,0.4
27848,0.8,0.8
27849,0.2,0.8
27850,0.3,0.2
27851,0.5,0.3
27852,0.3,0.6
27853,0.2,0.3
27854,0.3,0.7
27855,0.3,0.5
27856,0.3,0.8
27857,0.4,0.7
27858,0.7,0.8
27859,0.6,0.8
27860,0.3,0.8
27861,0.1,0.3
27862,0.3,0.2
27863,0.4,0.3
27864,0.2,0.5
27865,0.4,0.5
27866,0.8,0.7
27867,0.4,0.5
27868,0.6,0.9
27869,0.1,0.5
27870,0.4,0.3
27871,0.2,0.5
27872,0.2,0.2
27873,0.3,0.2
27874,0.2,0.7
27875,0.4,0.5
27876,0.2,0.1
27877,0.3,0.7
27878,0.1,0.8
27879,0.2,0.6
27880,0.2,0.2
27881,0.2,0.8
27882,0.2,0.5
27883,0.2,0.2
27884,0.4,0.3
27885,0.1,0.2
27886,0.1,0.3
27887,0.5,0.6
27888,0.2,0.4
27889,0.2,0.3
27890,0.2,0.4
27891,0.3,0.6
27892,0.3,0.3
27893,0.2,0.4
27894,0.3,0.4
27895,0.2,0.7
27896,0.1,0.5
27897,0.1,0.0
27898,0.3,0.2
27899,0.2,0.6
27900,0.4,0.8
27901,0.2,0.2
27902,0.2,0.4
27903,0.2,0.1
27904,0.4,0.4
27905,0.2,0.3
27906,0.2,0.6
27907,0.8,0.9
27908,0.3,0.6
27909,0.2,0.3
27910,0.3,0.5
27911,0.5,0.7
27912,0.1,0.4
27913,0.2,0.4
27914,0.1,0.4
27915,0.2,0.4
27916,0.2,0.5
27917,0.3,0.5
27918,0.3,0.8
27919,0.3,0.4
27920,0.1,0.6
27921,0.2,0.6
27922,0.3,0.5
27923,0.1,0.7
27924,0.3,0.3
27925,0.1,0.1
27926,0.3,0.3
27927,0.2,0.2
27928,0.7,0.7
27929,0.1,0.9
27930,0.2,0.2
27931,0.6,0.8
27932,0.2,0.2
27933,0.4,0.4
27934,0.6,0.7
27935,0.3,0.6
27936,0.2,0.6
27937,0.7,0.8
27938,0.2,0.4
27939,0.1,0.1
27940,0.2,0.2
27941,0.2,0.4
27942,0.1,0.2
27943,0.3,0.6
27944,0.3,0.3
27945,0.4,0.4
27946,0.1,0.2
27947,0.6,0.8
27948,0.1,0.2
27949,0.3,0.5
27950,0.2,0.8
27951,0.5,0.5
27952,0.2,0.8
27953,0.3,0.5
27954,0.2,0.7
27955,0.2,0.7
27956,0.5,0.7
27957,0.1,0.3
27958,0.6,0.7
27959,0.3,0.3
27960,0.3,0.6
27961,0.2,0.3
27962,0.7,0.8
27963,0.1,0.2
27964,0.1,0.1
27965,0.1,0.2
27966,0.4,0.7
27967,0.1,0.2
27968,0.2,0.5
27969,0.7,0.8
27970,0.4,0.5
27971,0.1,0.6
27972,0.3,0.6
27973,0.5,0.7
27974,0.4,0.5
